domain,avg_score,sentence
email,2.6,Attached is a Board of Regents news release concerning new telephone numbers.
news,1.6,"He received a standing ovation at his first caucus luncheon, has renewed old friendships among Republicans, and drawn support from senior Democrats, including Senators Dick Durbin of Illinois and Christopher Dodd of Connecticut, during his first floor speech last week."
answers,2.8,Grades previously granted FX will be honored subject to statement 3 above.
answers,0.4,You don't want your relative trying to change the Registered Keeper.
news,0.6,"John O'Quinn knew the law, a simple fact never in doubt."
answers,2.2,Behavioral ecologists study the behaviours of individual organisms as they react to their environment.
email,0.2,"Perhaps if you are unable to be w/ us physically, you can participate through video conferencing."
answers,-1.0,x) First close all copies of Internet Explorer.
answers,-0.8,Throwing Daggers: Level these up quickly and stick with them throughout the game.
news,1.0,"Clausen threw two touchdowns, including a desperation heave that Golden Tate spectacularly pulled down to end the first half, and Notre Dame clobbered Washington State 40-14 on Saturday night."
answers,-1.4,"None,"" he says."
answers,-1.0,"Every time I have attempted this, it was disasterous."
answers,-0.2,I own two dell cameras.
blog,0.8,"With the advent of Android, people began to wonder if Google would build a killer piece of hardware that would finally give the iPhone a true challenge."
blog,-0.2,We hope you have a happy Googleween!
answers,-0.4,Be honest and let him know what you are thinking.
answers,0.0,All of these definitely believe in God.
email,-2.0,No problem Paul.
blog,0.4,"The assignment initially went to the center in Indiana but when not enough people volunteered, the supervisors there decided to open up the assignment to reservists around the country."
news,1.2,"""I think the RBA has a degree of urgency about it at the moment,"" he says."
answers,-3.0,Coke Pizza Snickers Black Jeans Shoes Cold
news,0.6,"Jines, 50, was reported missing by a friend and was last seen in a 12-foot motorized skiff."
news,1.0,"One of his prized pieces was a modest 1975 Ford Escort once owned by a Polish priest named Karol Wojtyla, better known by his papal name, John Paul II."
answers,-2.6,you'll be damned if you f# ck with me
blog,0.0,"After all, it's building its new 3-million-square-foot headquarters in Santa Clara - enough to house 11,000 workers."
news,-0.2,"""Life is very difficult,"" the man said."
answers,-0.25,Volunteering and baking 34 years old SAHM
news,1.8,A suspected serial killer has been arrested in America after six bodes were discovered hidden in and around his house.
news,0.4,"""One is that the activist base of the party is becoming increasingly powerful in the one area that had eluded them: candidate selection. Other conservative Republicans may now feel more comfortable if they decide to challenge incumbents in primaries."""
news,-1.2,"""It was a relief,"" Clausen said."
answers,-0.6,Hans or Hansel.
news,1.6,"At the edge of the Indravati River, hundreds of miles from the nearest international border, India effectively ends."
answers,2.4,The attack comes after six months of covert US and South Vietnamese naval operations.
email,0.5,This postcard will be stored for you for 14 days.
answers,1.0,"Trust me, it will work."
email,-0.2,I understand that you had $6 million in your budget but then removed it.
answers,-0.4,i have always been perplexed by the 18 hour bra.
answers,-2.6,ur 13 & have an avater that make u look 40?
email,0.5,"I have been going there since we moved to Gainesville in 1950, when Loncalla still owned the river bank."
answers,1.2,Could you kindly tell me how many Americans in Iraq have resident visas?
email,-1.8,"If so, wouldn't you be better off using a ouija board to arrive at your 90% figure?"
answers,0.6,The best way is to be born in Japan with Japanese parents.
answers,-1.6,Well that's one way you could look at it i guess.
blog,0.4,What fools our fathers were if this be true.
news,1.0,"Most mornings they rise before their rooster crows, bolting down a meager breakfast of coconut and chile-spiced vegetables over rice before venturing out on their journey: rowing to school aboard a hand-carved 15-foot sampan."
answers,0.8,We all have our strengths and weaknesses.
news,1.0,"The firm, which made national headlines when its co-founder Jeffrey Ubben became the chairman of Martha Stewart Living Omnimedia Inc, put Yee on administrative leave in April 2008."
answers,1.0,So he had managed to accrue many personal contacts.
answers,0.6,I wish there was any easy answer.
news,0.4,There's even a 12-year-old boy in Florida who put together an online video.
answers,0.333333333333,Earn money by filling out surveys and offers.
news,-0.4,"""Hopefully, we will get a break at some point, and somebody will do the right thing."""
email,1.0,"Cocoa, FL 32926 407-631-6225"
news,1.6,"Abbas spokesman Nabil Abu Rdeneh, responding to Clinton's comments, said, ""There can be no excuse for the continuation of settlements, which is really the main obstacle in the way of any credible peace process."
blog,-1.8,"Maybe he just wants to see his kid, and move forward with his life as something other than Levi Johnston, Asspain to Sarah Palin."
blog,-0.2,My name is Paul Brock.
answers,-1.4,If you can't go somewhere then I would be very suspicious of why.
news,1.4,"The fourth typhoon to whip the Philippines in a month lashed the capital and nearby provinces Saturday, leaving fresh floods and new misery before blowing out of the country."
email,1.8,"If those tests are not all passed in a certain period of time that teacher can no longer receive fulltime teacher status, much less maintain the benefits."
answers,-1.0,You can not attain divinity because you are stupid.
news,0.6,"As often is the case when it comes to hurricane science, the question is data quality."
answers,0.8,Place a chocolate drop in center of each.
answers,1.6,"Cameron performs a full physical check on Lucy, including a vaginal exam."
answers,2.0,The following are either standard or very common.
answers,-0.8,Definitely Rush - both physically and mentally.
email,2.2,To date this charge has not been processed.
email,1.4,"Without authorization from me, Robert Mues allowed Doug, Mark Barker, Tony Norvell and others to participate in conversion (theft) of all my possessions including $150."
answers,1.6,Possibly in Microsoft Publisher if you have it on your computer.
answers,-0.4,I know that this is all a lot easier said than done.
blog,-0.6,"(Her best and most frequent advice: ""Load up on crackers and junk food. Crackers for when you're sea sick and junk food for when you get the munchies at night and the mess deck is closed."")"
blog,0.6,"Ms. Scozzafava told the Watertown Daily Times that Siena Research Institute poll numbers show her too far behind to catch up, and she lacks enough money to spend on advertising in the last three days to make a difference."
news,0.0,"The suspect was taken to the hospital, where he died from a loss of blood, the ministry said."
